"","ID","PropertyDetails.PropertyAddress","PropertyDetails.PostalAddressForThisAssessment"
"294",305918,"6 Wakatipu Street Ravensbourne","6 Wakatipu Street Ravensbourne Dunedin 9022"
"295",305919,"8 Wakatipu Street Ravensbourne","8 Wakatipu Street Ravensbourne Dunedin 9022"
"296",305920,"58 Totara Street Ravensbourne","58 Totara Street Ravensbourne Dunedin 9022"
"297",305921,"60 Totara Street Ravensbourne","Steve &ampJulia Turner Family Trust 60 Totara Street Ravensbourne Dunedin 9022"
"298",305922,"66 Totara Street Ravensbourne","66 Totara Street Ravensbourne Dunedin 9022"
"299",305923,"66A Totara Street Ravensbourne","66A Totara Street Ravensbourne Dunedin 9022"
"300",305924,"68 Totara Street Ravensbourne","68 Totara Street Ravensbourne Dunedin 9022"
"301",305925,"5 Ascog Road Ravensbourne","5 Ascog Road Ravensbourne Dunedin 9022"
"302",305926,"3 Ascog Road Ravensbourne","32 Island Terrace Port Chalmers 9023"
"303",305927,"2 Athol Place Ravensbourne","PO Box 5045 Moray Place Dunedin 9058"
"304",305928,"4 Athol Place Ravensbourne","4 Athol Place Ravensbourne Dunedin 9022"
"305",305929,"6 Athol Place Ravensbourne","6 Athol Place Ravensbourne Dunedin 9022"
"306",305930,"8 Athol Place Ravensbourne","PO Box 5221 Moray Place Dunedin 9058"
"307",305931,"12 Athol Place Ravensbourne","12 Athol Place Ravensbourne Dunedin 9022"
"308",305932,"46 Totara Street Ravensbourne","46 Totara Street Ravensbourne Dunedin 9022"
"309",305933,"48 Totara Street Ravensbourne","5 Bidston Street Outram 9019"
"310",305934,"11 Ascog Road Ravensbourne","11 Ascog Road Ravensbourne Dunedin 9022"
"311",305935,"65 Totara Street Ravensbourne","PO Box 6277 Dunedin North Dunedin 9059"
"312",305936,"63 Totara Street Ravensbourne","C/O Amanda Ivamy PO Box 5099 Moray Place Dunedin 9058"
"313",305937,"61 Totara Street Ravensbourne","61 Totara Street Ravensbourne Dunedin 9022"
"314",305938,"61A Totara Street Ravensbourne","61A Totara Street Ravensbourne Dunedin 9022"
"315",305939,"55A Totara Street Ravensbourne","55A Totara Street Ravensbourne Dunedin 9022"
"316",305940,"2 Seddon Street Ravensbourne","74 Waikuku Beach Road RD 3 Rangiora 7473"
"317",305942,"6 Seddon Street Ravensbourne","6 Seddon Street Ravensbourne Dunedin 9022"
"318",305943,"8 Seddon Street Ravensbourne","8 Seddon Street Ravensbourne Dunedin 9022"
"319",305944,"10 Seddon Street Ravensbourne",NA
"320",305945,"12 Seddon Street Ravensbourne","12 Seddon Street Ravensbourne Dunedin 9022"
"321",305946,"74 Manapouri Street Ravensbourne","74 Manapouri Street Ravensbourne Dunedin 9022"
"322",305948,"78A Manapouri Street Ravensbourne","78A Manapouri Street Ravensbourne Dunedin 9022"
"323",305949,"78 Manapouri Street Ravensbourne","78 Manapouri Street Ravensbourne Dunedin 9022"
"324",305950,"80 Manapouri Street Ravensbourne","80 Manapouri Street Ravensbourne Dunedin 9022"
"325",305951,"23 Ascog Road Ravensbourne","23 Ascog Road Ravensbourne Dunedin 9022"
"326",305952,"21 Ascog Road Ravensbourne","21 Ascog Road Ravensbourne Dunedin 9022"
"327",305953,"19 Ascog Road Ravensbourne","19 Ascog Road Ravensbourne Dunedin 9022"
"328",305954,"17 Ascog Road Ravensbourne","17 Ascog Road Ravensbourne Dunedin 9022"
"329",305955,"15 Ascog Road Ravensbourne","15 Ascog Road Ravensbourne Dunedin 9022"
"330",305956,"13 Ascog Road Ravensbourne","13 Ascog Road Ravensbourne Dunedin 9022"
"331",305957,"55 Totara Street Ravensbourne","55 Totara Street Ravensbourne Dunedin 9022"
"332",305958,"53 Totara Street Ravensbourne","53 Totara Street Ravensbourne Dunedin 9022"
"333",305959,"1 Seddon Street Ravensbourne","1 Seddon Street Ravensbourne Dunedin 9022"
"334",305960,"49 Totara Street Ravensbourne","5 Oswald Close Warrawee NSW 2074 AUSTRALIA"
"335",305961,"47 Totara Street Ravensbourne","16 Burkes Drive Ravensbourne Dunedin 9022"
"336",305962,"45 Totara Street Ravensbourne","45 Totara Street Ravensbourne Dunedin 9022"
"337",305964,"43 Totara Street Ravensbourne","43 Totara Street Ravensbourne Dunedin 9022"
"338",305965,"16 Athol Place Ravensbourne","16 Athol Place Ravensbourne Dunedin 9022"
"339",305966,"18 Athol Place Ravensbourne","18 Athol Place Ravensbourne Dunedin 9022"
"340",305967,"20 Athol Place Ravensbourne","43 Totara Street Ravensbourne Dunedin 9022"
"341",305968,"26 Athol Place Ravensbourne","22 Royal Terrace Dunedin 9016"
"342",305969,"28 Athol Place Ravensbourne","28 Athol Place Ravensbourne Dunedin 9022"
"343",305970,"30 Athol Place Ravensbourne","30 Athol Place Ravensbourne Dunedin 9022"
"344",305971,"70 Manapouri Street Ravensbourne","43 Totara Street Ravensbourne Dunedin 9022"
"345",305972,"72 Manapouri Street Ravensbourne","72 Manapouri Street Ravensbourne Dunedin 9022"
"346",305973,"7 Seddon Street Ravensbourne","7 Seddon Street Ravensbourne Dunedin 9022"
"347",305974,"5 Seddon Street Ravensbourne","5 Seddon Street Ravensbourne Dunedin 9022"
"348",305975,"3 Seddon Street Ravensbourne","3 Seddon Street Ravensbourne Dunedin 9022"
"349",305977,"7 Babsie Road Ravensbourne","7 Babsie Road Ravensbourne Dunedin 9022"
"350",305978,"5 Babsie Road Ravensbourne","5 Babsie Road Ravensbourne Dunedin 9022"
"351",305979,"135 Manapouri Street Ravensbourne","135 Manapouri Street Maia Dunedin 9022"
"352",305980,"1 Babsie Road Ravensbourne","PO Box 114 Dunedin 9054"
"353",305981,"127 Manapouri Street Ravensbourne","2/87 McLachlan Avenue Darlinghurst NSW 2010 AUSTRALIA"
"354",305982,"125 Manapouri Street Ravensbourne","125 Manapouri Street Maia Dunedin 9022"
"355",305983,"123 Manapouri Street Ravensbourne","C/O Counter Delivery Karitane PostCentre Karitane 9440"
"356",305984,"119A Manapouri Street Ravensbourne","119A Manapouri Street Maia Dunedin 9022"
"357",305985,"119 Manapouri Street Ravensbourne","119 Manapouri Street Maia Dunedin 9022"
"358",305986,"117 Manapouri Street Ravensbourne","Riverside Trust 117 Manapouri Street Maia Dunedin 9022"
"359",305987,"121 Manapouri Street Ravensbourne","121 Manapouri Street Maia Dunedin 9022"
"360",305988,"111 Manapouri Street Ravensbourne","111 Manapouri Street Maia Dunedin 9022"
"361",305989,"109 Manapouri Street Ravensbourne",NA
"362",305990,"107 Manapouri Street Ravensbourne","107 Manapouri Street Maia Dunedin 9022"
"363",305991,"105 Manapouri Street Ravensbourne","105 Manapouri Street Maia Dunedin 9022"
"364",305992,"103 Manapouri Street Ravensbourne","103 Manapouri Street Maia Dunedin 9022"
"365",305993,"101 Manapouri Street Ravensbourne","Sturmer Trust 101 Manapouri Street Maia Dunedin 9022"
"366",305994,"99 Manapouri Street Ravensbourne","99 Manapouri Street Maia Dunedin 9022"
"367",305995,"97 Manapouri Street Ravensbourne","C/O Mr T and Mrs L J Waterhouse 97 Manapouri Street Maia Dunedin 9022"
"368",305996,"95 Manapouri Street Ravensbourne","95 Manapouri Street Maia Dunedin 9022"
"369",305997,"93 Manapouri Street Ravensbourne","93 Manapouri Street Maia Dunedin 9022"
"370",305998,"91 Manapouri Street Ravensbourne","91 Manapouri Street Maia Dunedin 9022"
"371",305999,"89 Manapouri Street Ravensbourne","91 Manapouri Street Maia Dunedin 9022"
"372",306002,"60 Kauri Street Ravensbourne","3 Wilkinson Street Alice Springs NT 0870 AUSTRALIA"
"373",306003,"71 Manapouri Street Ravensbourne","24 Luke Street Dunedin 9013"
"374",306004,"67 Manapouri Street Ravensbourne","A P and A C McLellan Family Trust 67 Manapouri Street Ravensbourne Dunedin 9022"
"375",306005,"52 Kauri Street Ravensbourne","52 Kauri Street Ravensbourne Dunedin 9022"
"376",306006,"50 Kauri Street Ravensbourne","69 Fairview Road RD 2 Timaru 7972"
"377",306007,"59 Manapouri Street Ravensbourne","68 Ellesmere Street Ravensbourne Dunedin 9022"
"378",306008,"48 Kauri Street Ravensbourne","48 Kauri Street Ravensbourne Dunedin 9022"
"379",306009,"54 Kauri Street Ravensbourne","Erewhon 372A Kakapo Road RD 2 Te Anau 9672"
"380",306010,"58 Kauri Street Ravensbourne","116 McLennan Road RD 2 Wanaka 9382"
"381",306011,"69 Kauri Street Ravensbourne","69 Kauri Street Ravensbourne Dunedin 9022"
"382",306012,"55 Kauri Street Ravensbourne","827 Princes Highway Mogo NSW 2536 AUSTRALIA"
"383",306013,"53 Kauri Street Ravensbourne","53 Kauri Street Ravensbourne Dunedin 9022"
"384",306014,"49 Kauri Street Ravensbourne","49 Kauri Street Ravensbourne Dunedin 9022"
"385",306015,"56 Ellesmere Street Ravensbourne","55 Ellesmere Street Ravensbourne Dunedin 9022"
"386",306016,"53 Ellesmere Street Ravensbourne","Michael and Tracey Westenra Family Trust 53 Ellesmere Street Ravensbourne Dunedin 9022"
"387",306017,"51 Ellesmere Street Ravensbourne","51 Ellesmere Street Ravensbourne Dunedin 9022"
"388",306018,"49 Ellesmere Street Ravensbourne","49 Ellesmere Street Ravensbourne Dunedin 9022"
"389",306019,"47 Ellesmere Street Ravensbourne","273 Ravensbourne Road Ravensbourne Dunedin 9022"
"390",306020,"45 Ellesmere Street Ravensbourne","15 Schollum Road RD 5 Warkworth 0985"
"391",306021,"65 Ellesmere Street Ravensbourne","T A and D S Johnson Family Trust 55 Ellesmere Street Ravensbourne Dunedin 9022"
"392",306022,"2 Mark Street Ravensbourne","2 Mark Street Ravensbourne Dunedin 9022"
"393",306023,"5 Gerrys Road Ravensbourne","PO Box 5045 Moray Place Dunedin 9058"
"394",306024,"345 Signal Hill Road Dunedin","PO Box 5244 Moray Place Dunedin 9058"
"395",306025,"251 Signal Hill Road Dunedin","C/O J L L PO Box 165 Shortland Street Auckland 1140"
"396",306026,"45 Kauri Street Ravensbourne","45 Kauri Street Ravensbourne Dunedin 9022"
"397",306027,"43 Kauri Street Ravensbourne","322 Waipori Falls Road RD 1 Outram 9073"
"398",306028,"39 Kauri Street Ravensbourne","39 Kauri Street Ravensbourne Dunedin 9022"
"399",306029,"37 Kauri Street Ravensbourne","37 Kauri Street Ravensbourne Dunedin 9022"
"400",306030,"35 Kauri Street Ravensbourne","45 Kauri Street Ravensbourne Dunedin 9022"
"401",306031,"33 Kauri Street Ravensbourne","5 Cedar Creek Road RD 2 Waitati 9085"
"402",306032,"31 Kauri Street Ravensbourne","31 Kauri Street Ravensbourne Dunedin 9022"
"403",306033,"29 Kauri Street Ravensbourne","29 Kauri Street Ravensbourne Dunedin 9022"
"404",306034,"24 Wanaka Street Ravensbourne","24 Wanaka Street Ravensbourne Dunedin 9022"
"405",306035,"26 Wanaka Street Ravensbourne","26 Wanaka Street Ravensbourne Dunedin 9022"
"406",306036,"22 Wanaka Street Ravensbourne","22 Wanaka Street Ravensbourne Dunedin 9022"
"407",306037,"42A Ellesmere Street Ravensbourne","221 Brighton Road Waldronville Dunedin 9018"
"408",306038,"44 Ellesmere Street Ravensbourne","44 Ellesmere Street Ravensbourne Dunedin 9022"
"409",306039,"46 Ellesmere Street Ravensbourne","83 Chapel Street Otumoetai Tauranga 3110"
"410",306040,"48 Ellesmere Street Ravensbourne","48 Ellesmere Street Ravensbourne Dunedin 9022"
"411",306041,"57 Manapouri Street Ravensbourne","Zhang Family Trust 5 Rotoiti Street Maia Dunedin 9022"
"412",306042,"55 Manapouri Street Ravensbourne","55 Manapouri Street Ravensbourne Dunedin 9022"
"413",306043,"53 Manapouri Street Ravensbourne","55 Manapouri Street Ravensbourne Dunedin 9022"
"414",306044,"51 Manapouri Street Ravensbourne","51 Manapouri Street Ravensbourne Dunedin 9022"
"415",306046,"47 Manapouri Street Ravensbourne","47 Manapouri Street Ravensbourne Dunedin 9022"
"416",306047,"45 Manapouri Street Ravensbourne","45 Manapouri Street Ravensbourne Dunedin 9022"
"417",306048,"43 Manapouri Street Ravensbourne","54 Strathavon Road Miramar Wellington 6022"
"418",306049,"41 Manapouri Street Ravensbourne","41 Manapouri Street Ravensbourne Dunedin 9022"
"419",306050,"39 Manapouri Street Ravensbourne","39 Manapouri Street Ravensbourne Dunedin 9022"
"420",306051,"18 Wanaka Street Ravensbourne","Guy and Sharon Kawe Family Trust PO Box 40024 Glenfield Auckland 0747"
"421",306052,"32 Kauri Street Ravensbourne","32 Kauri Street Ravensbourne Dunedin 9022"
"422",306053,"20 Wanaka Street Ravensbourne","20 Wanaka Street Ravensbourne Dunedin 9022"
"423",306054,"34 Kauri Street Ravensbourne","34 Kauri Street Ravensbourne Dunedin 9022"
"424",306056,"38 Kauri Street Ravensbourne","38 Kauri Street Ravensbourne Dunedin 9022"
"425",306057,"40 Kauri Street Ravensbourne","40 Kauri Street Ravensbourne Dunedin 9022"
"426",306058,"42 Kauri Street Ravensbourne","42 Kauri Street Ravensbourne Dunedin 9022"
"427",306060,"46 Kauri Street Ravensbourne","48 Tower Avenue Dunedin 9013"
"428",306061,"21 Athol Place Ravensbourne","21 Athol Place Ravensbourne Dunedin 9022"
"429",306062,"9 Rata Street Ravensbourne","9 Rata Street Ravensbourne Dunedin 9022"
"430",306063,"7 Rata Street Ravensbourne","7 Rata Street Ravensbourne Dunedin 9022"
"431",306064,"5 Rata Street Ravensbourne","5 Rata Street Ravensbourne Dunedin 9022"
"432",306065,"3 Rata Street Ravensbourne","3 Rata Street Ravensbourne Dunedin 9022"
"433",306066,"16 Wanaka Street Ravensbourne","16 Wanaka Street Ravensbourne Dunedin 9022"
"434",306068,"44 Manapouri Street Ravensbourne","44 Manapouri Street Ravensbourne Dunedin 9022"
"435",306069,"48 Manapouri Street Ravensbourne","48 Manapouri Street Ravensbourne Dunedin 9022"
"436",306070,"52 Manapouri Street Ravensbourne","52 Manapouri Street Ravensbourne Dunedin 9022"
"437",306071,"54 Manapouri Street Ravensbourne","Hadox Family Trust 54 Manapouri Street Dunedin 9022"
"438",306072,"39 Totara Street Ravensbourne","39 Totara Street Ravensbourne Dunedin 9022"
"439",306075,"33 Totara Street Ravensbourne","33 Totara Street Ravensbourne Dunedin 9022"
"440",306076,"31 Totara Street Ravensbourne","31 Totara Street Ravensbourne Dunedin 9022"
"441",306077,"29 Totara Street Ravensbourne","31 Totara Street Ravensbourne Dunedin 9022"
"442",306078,"27 Totara Street Ravensbourne","170B MacFarlane Road RD 4 Balclutha 9274"
"443",306079,"14 Wanaka Street Ravensbourne","14 Wanaka Street Ravensbourne Dunedin 9022"
"444",306080,"2 Rata Street Ravensbourne","2 Rata Street Ravensbourne Dunedin 9022"
"445",306081,"6 Rata Street Ravensbourne","40 Rowse Street Rangiora 7400"
"446",306082,"8 Rata Street Ravensbourne","8 Rata Street Ravensbourne Dunedin 9022"
"447",306083,"17 Athol Place Ravensbourne","8 Rata Street Ravensbourne Dunedin 9022"
"448",306084,"15 Athol Place Ravensbourne","8 Ansford Street Stafford Heights QLD 4053 AUSTRALIA"
"449",306085,"9 Hawea Street Ravensbourne","9 Hawea Street Ravensbourne Dunedin 9022"
"450",306086,"7 Hawea Street Ravensbourne","7 Hawea Street Ravensbourne Dunedin 9022"
"451",306087,"5 Hawea Street Ravensbourne","Saunders Road Doubtful Creek NSW 2470 AUSTRALIA"
"452",306088,"1 Hawea Street Ravensbourne","Lisa Hastie Family Trust 1 Hawea Street Ravensbourne Dunedin 9022"
"453",306089,"36 Totara Street Ravensbourne","16 Burkes Drive Ravensbourne Dunedin 9022"
"454",306090,"281 Ravensbourne Road Ravensbourne","7 Pinewood Avenue North New Brighton Christchurch 8083"
"455",306091,"279 Ravensbourne Road Ravensbourne","279 Ravensbourne Road Ravensbourne Dunedin 9022"
"456",306092,"277 Ravensbourne Road Ravensbourne","277 Ravensbourne Road Ravensbourne Dunedin 9022"
"457",306093,"275 Ravensbourne Road Ravensbourne","275 Ravensbourne Road Ravensbourne Dunedin 9022"
"458",306094,"273 Ravensbourne Road Ravensbourne","273 Ravensbourne Road Ravensbourne Dunedin 9022"
"459",306095,"271 Ravensbourne Road Ravensbourne","271 Ravensbourne Road Ravensbourne Dunedin 9022"
"460",306096,"269 Ravensbourne Road Ravensbourne","269 Ravensbourne Road Ravensbourne Dunedin 9022"
"461",306097,"267 Ravensbourne Road Ravensbourne","267 Ravensbourne Road Ravensbourne Dunedin 9022"
"462",306098,"265 Ravensbourne Road Ravensbourne","265 Ravensbourne Road Ravensbourne Dunedin 9022"
"463",306100,"263 Ravensbourne Road Ravensbourne","6 Monarch Boulevard Kaiapoi 7630"
"464",306102,"259 Ravensbourne Road Ravensbourne","259 Ravensbourne Road Ravensbourne Dunedin 9022"
"465",306103,"2 Ohau Street Ravensbourne","16 Burkes Drive Ravensbourne Dunedin 9022"
"466",306104,"4 Ohau Street Ravensbourne",NA
"467",306105,"6 Ohau Street Ravensbourne","6 Ohau Street Ravensbourne Dunedin 9022"
"468",306106,"8 Ohau Street Ravensbourne","8 Ohau Street Ravensbourne Dunedin 9022"
"469",306107,"2 Hawea Street Ravensbourne","2 Hawea Street Ravensbourne Dunedin 9022"
"470",306108,"4 Hawea Street Ravensbourne","4 Hawea Street Ravensbourne Dunedin 9022"
"471",306109,"6 Hawea Street Ravensbourne","134 Salvia Road Prenzlau Brisbane;QLD 4311 AUSTRALIA"
"472",306110,"13 Athol Place Ravensbourne","13 Athol Place Ravensbourne Dunedin 9022"
"473",306111,"11 Athol Place Ravensbourne","11 Athol Place Ravensbourne Dunedin 9022"
"474",306112,"9 Athol Place Ravensbourne","9 Athol Place Ravensbourne Dunedin 9022"
"475",306113,"7 Athol Place Ravensbourne","7 Athol Place Ravensbourne Dunedin 9022"
"476",306114,"5 Athol Place Ravensbourne","43 Centennial Avenue Dunedin 9010"
"477",306115,"3 Athol Place Ravensbourne","2 Orr Street Concord Dunedin 9018"
"478",306116,"1 Athol Place Ravensbourne","16A Hapua Street Remuera Auckland 1050"
"479",306117,"257 Ravensbourne Road Ravensbourne","257 Ravensbourne Road Ravensbourne Dunedin 9022"
"480",306118,"255 Ravensbourne Road Ravensbourne","255 Ravensbourne Road Ravensbourne Dunedin 9022"
"481",306119,"253 Ravensbourne Road Ravensbourne","253 Ravensbourne Road Ravensbourne Dunedin 9022"
"482",306120,"251 Ravensbourne Road Ravensbourne","251 Ravensbourne Road Ravensbourne Dunedin 9022"
"483",306121,"249 Ravensbourne Road Ravensbourne","169 Wiltshire Drive Kew VIC 3101 AUSTRALIA"
"484",306125,"245 Ravensbourne Road Ravensbourne","C\\O Debbie McIntyre PO Box 632 Wellington 6140"
"485",306129,"241 Ravensbourne Road Ravensbourne","241 Ravensbourne Road Ravensbourne Dunedin 9022"
"486",306130,"239 Ravensbourne Road Ravensbourne","86 Marshall Avenue Greerton Tauranga 3112"
"487",306131,"237 Ravensbourne Road Ravensbourne","237 Ravensbourne Road Ravensbourne Dunedin 9022"
"488",306132,"235 Ravensbourne Road Ravensbourne","18 Osbourne Court Loganholme QLD 4129 AUSTRALIA"
"489",306133,"233 Ravensbourne Road Ravensbourne","C/O Clark Craw Limited PO Box 919 Dunedin 9054"
"490",306134,"231A Ravensbourne Road Ravensbourne","231 Ravensbourne Road Ravensbourne Dunedin 9022"
"491",306135,"231 Ravensbourne Road Ravensbourne","231 Ravensbourne Road Ravensbourne Dunedin 9022"
"492",306136,"227 Ravensbourne Road Ravensbourne","227 Ravensbourne Road Ravensbourne Dunedin 9022"
"493",306137,"225 Ravensbourne Road Ravensbourne","88 Park Road Titirangi Auckland 0604"
"494",306138,"223 Ravensbourne Road Ravensbourne","PO Box 94 Highett VIC 3190 AUSTRALIA"
"495",306139,"221 Ravensbourne Road Ravensbourne","221 Ravensbourne Road Ravensbourne Dunedin 9022"
"496",306140,"2 Taupo Street Ravensbourne","2 Taupo Lane Ravensbourne Dunedin 9022"
"497",306141,"4 Taupo Street Ravensbourne","Gone No Address"
"498",306142,"1 Taupo Lane Ravensbourne","1 Taupo Lane Ravensbourne Dunedin 9022"
"499",306144,"6 Taupo Street Ravensbourne","6 Taupo Street Ravensbourne Dunedin 9022"
"500",306146,"6 Totara Street Ravensbourne","6 Totara Street Ravensbourne Dunedin 9022"
"501",306147,"8 Totara Street Ravensbourne","8 Totara Street Ravensbourne Dunedin 9022"
"502",306148,"10 Totara Street Ravensbourne","10 Totara Street Ravensbourne Dunedin 9022"
"503",306149,"12 Totara Street Ravensbourne","12 Totara Street Ravensbourne Dunedin 9022"
"504",306150,"16 Totara Street Ravensbourne","16 Totara Street Ravensbourne Dunedin 9022"
"505",306151,"3 Wanaka Street Ravensbourne","3 Wanaka Street Ravensbourne Dunedin 9022"
