"","ID","PropertyDetails.PropertyAddress","PropertyDetails.PostalAddressForThisAssessment"
"348",317377,"4 Leckhampton Court Dunedin","4 Leckhampton Court Dunedin 9011"
"349",317378,"8 Leckhampton Court Dunedin","28A Forfar Street Mosgiel 9024"
"350",317379,"12 Leckhampton Court Dunedin",NA
"351",317380,"18 Leckhampton Court Dunedin","18 Leckhampton Court Dunedin 9011"
"352",317381,"22 Leckhampton Court Dunedin","22 Leckhampton Court Dunedin 9011"
"353",317382,"24 Leckhampton Court Dunedin","24 Leckhampton Court Dunedin 9011"
"354",317383,"26 Leckhampton Court Dunedin","26 Leckhampton Court Dunedin 9011"
"355",317384,"30 Leckhampton Court Dunedin","30 Leckhampton Court Dunedin 9011"
"356",317385,"32 Leckhampton Court Dunedin","23 Penrith Avenue Wheeler Heights NSW 2097 AUSTRALIA"
"357",317386,"34 Leckhampton Court Dunedin","34 Leckhampton Court Dunedin 9011"
"358",317387,"38 Leckhampton Court Dunedin","38 Leckhampton Court Dunedin 9011"
"359",317388,"40 Leckhampton Court Dunedin","88 Watts Road Dunedin 9010"
"360",317389,"44 Leckhampton Court Dunedin","44 Leckhampton Court Dunedin 9011"
"361",317390,"70 Leckhampton Court Dunedin","70 Leckhampton Court Dunedin 9011"
"362",317391,"72 Leckhampton Court Dunedin","72 Leckhampton Court Dunedin 9011"
"363",317393,"110 Leckhampton Court Dunedin","110 Leckhampton Court Dunedin 9011"
"364",317396,"88 Glen Road Dunedin","88 Glen Road Dunedin 9011"
"365",317397,"106 Leckhampton Court Dunedin","Pinewood Trust 19A Totara Terrace Wanaka 9305"
"366",317398,"96 Glen Road Dunedin","307 Portobello Road RD 2 Dunedin 9077"
"367",317399,"98 Glen Road Dunedin","7 Karaka Street Glenwood Timaru 7910"
"368",317400,"100 Glen Road Dunedin","4 Renfrew Street Dunedin 9011"
"369",317401,"102 Glen Road Dunedin","102 Glen Road Dunedin 9011"
"370",317402,"104 Glen Road Dunedin","30 Hood Street Dunedin 9010"
"371",317403,"106 Glen Road Dunedin","106 Glen Road Dunedin 9011"
"372",317404,"110 Glen Road Dunedin","110 Glen Road Dunedin 9011"
"373",317405,"112 Glen Road Dunedin","112 Glen Road Dunedin 9011"
"374",317406,"114 Glen Road Dunedin","114 Glen Road Dunedin 9011"
"375",317407,"116 Glen Road Dunedin","Glen Family Trust 116 Glen Road Dunedin 9011"
"376",317408,"118 Glen Road Dunedin","1 Craig Hendry Street Concord Dunedin 9018"
"377",317409,"120 Glen Road Dunedin","120 Glen Road Dunedin 9011"
"378",317410,"124 Glen Road Dunedin","124 Glen Road Dunedin 9011"
"379",317411,"128A Glen Road Dunedin","128A Glen Road Dunedin 9011"
"380",317412,"128 Glen Road Dunedin",NA
"381",317413,"12 Forfar Street Dunedin","12 Forfar Street Dunedin 9011"
"382",317414,"16 Forfar Street Dunedin","16 Forfar Street Dunedin 9011"
"383",317415,"18 Forfar Street Dunedin","18 Forfar Street Dunedin 9011"
"384",317416,"20 Forfar Street Dunedin","20 Forfar Street Dunedin 9011"
"385",317417,"22 Forfar Street Dunedin","22 Forfar Street Dunedin 9011"
"386",317418,"24 Forfar Street Dunedin","24 Forfar Street Dunedin 9011"
"387",317419,"26 Forfar Street Dunedin","26 Forfar Street Dunedin 9011"
"388",317420,"28 Forfar Street Dunedin","28 Forfar Street Dunedin 9011"
"389",317421,"30 Forfar Street Dunedin","30 Forfar Street Dunedin 9011"
"390",317422,"32 Forfar Street Dunedin","110 Clyde Street Dunedin 9016"
"391",317423,"56 Forfar Street Dunedin","56 Forfar Street Dunedin 9011"
"392",317424,"58 Forfar Street Dunedin","58 Forfar Street Dunedin 9011"
"393",317425,"64 Forfar Street Dunedin","64 Forfar Street Dunedin 9011"
"394",317426,"68 Forfar Street Dunedin","174 Gladstone Road North Mosgiel 9024"
"395",317427,"70 Forfar Street Dunedin","Estate M E Hunter 70 Forfar Street Dunedin 9011"
"396",317428,"72 Forfar Street Dunedin","72 Forfar Street Dunedin 9011"
"397",317429,"19 Dacre Court Dunedin","19 Dacre Court Dunedin 9011"
"398",317430,"15 Dacre Court Dunedin","K McIntosh Family Trust 15 Dacre Court Dunedin 9011"
"399",317431,"11 Dacre Court Dunedin","11 Dacre Court Dunedin 9011"
"400",317432,"85 Leckhampton Court Dunedin","85 Leckhampton Court Dunedin 9011"
"401",317433,"81 Leckhampton Court Dunedin","9 Dacre Court Dunedin 9011"
"402",317434,"79 Leckhampton Court Dunedin","79 Leckhampton Court Dunedin 9011"
"403",317435,"77 Leckhampton Court Dunedin","77 Leckhampton Court Dunedin 9011"
"404",317436,"71 Leckhampton Court Dunedin","71 Leckhampton Court Dunedin 9011"
"405",317437,"63 Leckhampton Court Dunedin","63 Leckhampton Court Dunedin 9011"
"406",317438,"59 Leckhampton Court Dunedin","31 Glenpark Avenue Dunedin 9011"
"407",317439,"55 Leckhampton Court Dunedin","31 Glenpark Avenue Dunedin 9011"
"408",317440,"53 Leckhampton Court Dunedin","PO Box 399 Wanaka 9343"
"409",317441,"4 Forfar Street Dunedin","PO Box 399 Wanaka 9343"
"410",317442,"6 Forfar Street Dunedin","PO Box 399 Wanaka 9343"
"411",317443,"8 Forfar Street Dunedin","8 Forfar Street Dunedin 9011"
"412",317444,"10 Forfar Street Dunedin","10 Forfar Street Dunedin 9011"
"413",317445,"54 Glenpark Avenue Dunedin","Starling Family Trust PO Box 1440 Dunedin 9054"
"414",317446,"63 Argyle Street Dunedin","27 Sheen Street Dunedin 9010"
"415",317447,"59 Argyle Street Dunedin","PO Box 5380 Moray Place Dunedin 9058"
"416",317448,"57 Argyle Street Dunedin","57 Argyle Street Dunedin 9011"
"417",317449,"55 Argyle Street Dunedin","55 Argyle Street Dunedin 9011"
"418",317450,"53 Argyle Street Dunedin","53 Argyle Street Dunedin 9011"
"419",317451,"49A Argyle Street Dunedin","49A Argyle Street Dunedin 9011"
"420",317452,"51B Argyle Street Dunedin","PO Box 284 Dunedin 9054"
"421",317453,"45 Argyle Street Dunedin","45 Argyle Street Dunedin 9011"
"422",317454,"43 Argyle Street Dunedin","43 Argyle Street Dunedin 9011"
"423",317455,"39 Argyle Street Dunedin","39 Argyle Street Dunedin 9011"
"424",317456,"37 Argyle Street Dunedin","37 Argyle Street Dunedin 9011"
"425",317457,"37 Whitby Street Dunedin","37 Whitby Street Dunedin 9011"
"426",317458,"61 Lawrence Street Dunedin","Millionaires Club Trust 61 Lawrence Street Dunedin 9011"
"427",317459,"15 Mosgiel Street Dunedin","15 Mosgiel Street Dunedin 9011"
"428",317460,"11 Mosgiel Street Dunedin","11 Mosgiel Street Dunedin 9011"
"429",317461,"9 Mosgiel Street Dunedin","9 Mosgiel Street Dunedin 9011"
"430",317462,"7 Mosgiel Street Dunedin","7 Mosgiel Street Dunedin 9011"
"431",317463,"5 Mosgiel Street Dunedin","5 Mosgiel Street Dunedin 9011"
"432",317464,"3 Mosgiel Street Dunedin","3 Mosgiel Street Dunedin 9011"
"433",317465,"50 Glenpark Avenue Dunedin","50 Glenpark Avenue Dunedin 9011"
"434",317466,"47 Brunel Street Dunedin","47 Brunel Street Dunedin 9011"
"435",317467,"46 Glenpark Avenue Dunedin","56 Forbury Road Dunedin 9012"
"436",317468,"44 Glenpark Avenue Dunedin","112 Stevenson Avenue Sawyers Bay Port Chalmers 9023"
"437",317469,"42 Glenpark Avenue Dunedin","83 Parkhill Road RD 3 Palmerston 9483"
"438",317470,"2 Laurie Street Dunedin","2 Laurie Street Dunedin 9011"
"439",317471,"32 Whitby Street Dunedin","O J and S A Cameron Family Trust 7 Beaumont Highway Lawrence 9532"
"440",317472,"34 Whitby Street Dunedin","34 Whitby Street Dunedin 9011"
"441",317473,"36 Whitby Street Dunedin","36 Whitby Street Dunedin 9011"
"442",317474,"29 Argyle Street Dunedin","29 Argyle Street Dunedin 9011"
"443",317475,"27 Argyle Street Dunedin","27 Argyle Street Dunedin 9011"
"444",317476,"25 Argyle Street Dunedin","25 Argyle Street Dunedin 9011"
"445",317477,"23 Argyle Street Dunedin","23 Argyle Street Dunedin 9011"
"446",317478,"19 Argyle Street Dunedin","19 Argyle Street Dunedin 9011"
"447",317479,"17 Argyle Street Dunedin","Gizmo Properties Trust 21 Ferry Lane RD 3 Cromwell 9383"
"448",317480,"13 Argyle Street Dunedin","40 Ross Street Dunedin 9010"
"449",317481,"11 Argyle Street Dunedin","11 Argyle Street Dunedin 9011"
"450",317482,"9 Argyle Street Dunedin","9 Argyle Street Dunedin 9011"
"451",317483,"7 Argyle Street Dunedin","7 Argyle Street Dunedin 9011"
"452",317484,"5 Argyle Street Dunedin","C\\O Debbie McIntyre PO Box 632 Wellington 6140"
"453",317485,"61 Elgin Road Dunedin","10 Jane Street Macandrew Bay Dunedin 9014"
"454",317486,"57 Elgin Road Dunedin","57 Elgin Road Dunedin 9011"
"455",317487,"55 Elgin Road Dunedin","55 Elgin Road Dunedin 9011"
"456",317488,"51 Elgin Road Dunedin","51 Elgin Road Dunedin 9011"
"457",317489,"47 Elgin Road Dunedin","47 Elgin Road Dunedin 9011"
"458",317490,"43 Elgin Road Dunedin","43 Elgin Road Dunedin 9011"
"459",317491,"45 Elgin Road Dunedin","45 Elgin Road Dunedin 9011"
"460",317492,"33A Galloway Street Dunedin","33A Galloway Street Dunedin 9011"
"461",317493,"33B Galloway Street Dunedin","67 Tokoiti Road Milton 9220"
"462",317494,"29 Galloway Street Dunedin","29 Galloway Street Dunedin 9011"
"463",317495,"27A Galloway Street Dunedin","85 Malcolm Avenue Christchurch 8023"
"464",317496,"27 Galloway Street Dunedin","27 Galloway Street Dunedin 9011"
"465",317497,"23 Galloway Street Dunedin","23 Galloway Street Dunedin 9011"
"466",317498,"21 Galloway Street Dunedin","21 Galloway Street Dunedin 9011"
"467",317499,"19 Galloway Street Dunedin","Taylor Langley Family Trust 19 Galloway Street Dunedin 9011"
"468",317500,"17 Galloway Street Dunedin","17 Galloway Street Dunedin 9011"
"469",317501,"11A Galloway Street Dunedin","14 Salisbury Road Dunedin 9011"
"470",317502,"11B Galloway Street Dunedin","11B Galloway Street Dunedin 9011"
"471",317503,"9 Galloway Street Dunedin","9 Galloway Street Dunedin 9011"
"472",317504,"5 Galloway Street Dunedin","5 Galloway Street Dunedin 9011"
"473",317505,"7 Galloway Street Dunedin","7 Galloway Street Dunedin 9011"
"474",317506,"1 Galloway Street Dunedin","Dr M P Thompson 197 Balmacewen Road Dunedin 9010"
"475",317507,"4 Argyle Street Dunedin","12 Harris Barton Frampton Cotterell Bristol BS36 2ET UNITED KINGDOM"
"476",317508,"6 Argyle Street Dunedin","6 Argyle Street Dunedin 9011"
"477",317509,"8 Argyle Street Dunedin","183 Wairongoa Road RD 2 Mosgiel 9092"
"478",317510,"10 Argyle Street Dunedin","10 Argyle Street Dunedin 9011"
"479",317511,"12 Argyle Street Dunedin","3 Finch Street Saint Leonards Dunedin 9022"
"480",317512,"14 Argyle Street Dunedin","14 Argyle Street Dunedin 9011"
"481",317513,"18 Argyle Street Dunedin","38 Mulford Street Concord Dunedin 9018"
"482",317514,"18B Argyle Street Dunedin","18B Argyle Street Dunedin 9011"
"483",317515,"18A Argyle Street Dunedin","18A Argyle Street Dunedin 9011"
"484",317516,"20 Argyle Street Dunedin","20 Argyle Street Dunedin 9011"
"485",317517,"22 Argyle Street Dunedin","22 Argyle Street Dunedin 9011"
"486",317518,"24 Argyle Street Dunedin","24 Argyle Street Dunedin 9011"
"487",317519,"28 Argyle Street Dunedin","27 Grendon Street Dunedin 9010"
"488",317520,"30 Argyle Street Dunedin","30 Argyle Street Dunedin 9011"
"489",317521,"32 Argyle Street Dunedin","60 Perth Street Mosgiel 9024"
"490",317522,"34 Argyle Street Dunedin","34 Argyle Street Dunedin 9011"
"491",317523,"38 Argyle Street Dunedin","Maungatua Trust 4 Grater Street Dunedin 9010"
"492",317524,"40 Argyle Street Dunedin","PO Box 701 Wanaka 9343"
"493",317525,"42 Argyle Street Dunedin","42 Argyle Street Dunedin 9011"
"494",317526,"44 Argyle Street Dunedin","44 Argyle Street Dunedin 9011"
"495",317527,"46 Argyle Street Dunedin","46 Argyle Street Dunedin 9011"
"496",317528,"50 Argyle Street Dunedin","50 Argyle Street Dunedin 9011"
"497",317529,"52 Argyle Street Dunedin","52 Argyle Street Dunedin 9011"
"498",317530,"56 Argyle Street Dunedin","56 Argyle Street Dunedin 9011"
"499",317531,"58 Argyle Street Dunedin","58 Argyle Street Dunedin 9011"
"500",317532,"60 Argyle Street Dunedin","60 Argyle Street Dunedin 9011"
"501",317533,"62 Argyle Street Dunedin",NA
"502",317534,"66 Argyle Street Dunedin","PO Box 5380 Moray Place Dunedin 9058"
"503",317535,"64A Argyle Street Dunedin","189A Gordon Road Mosgiel 9024"
"504",317536,"64B Argyle Street Dunedin","PO Box 1390 Dunedin 9054"
"505",317537,"2 Springhill Road Dunedin","11 The Glade South Pukekohe 2120"
"506",317538,"4 Springhill Road Dunedin","4 Springhill Road Dunedin 9011"
"507",317539,"8 Springhill Road Dunedin","PO Box 311 Dunedin 9054"
"508",317540,"51 Ventnor Street Dunedin","51 Ventnor Street Dunedin 9011"
"509",317541,"49 Ventnor Street Dunedin","49 Ventnor Street Dunedin 9011"
"510",317542,"47 Ventnor Street Dunedin","47 Ventnor Street Dunedin 9011"
"511",317543,"43 Ventnor Street Dunedin","PO Box 7016 Taradale Napier 4141"
"512",317544,"41 Ventnor Street Dunedin","41 Ventnor Street Dunedin 9011"
"513",317545,"39 Ventnor Street Dunedin","39 Ventnor Street Dunedin 9011"
"514",317546,"37A Ventnor Street Dunedin","37A Ventnor Street Dunedin 9011"
"515",317547,"37B Ventnor Street Dunedin","37B Ventnor Street Dunedin 9011"
"516",317548,"33 Ventnor Street Dunedin","9 Franklin Street Dunedin 9010"
"517",317549,"31 Ventnor Street Dunedin","31 Ventnor Street Dunedin 9011"
"518",317550,"29 Ventnor Street Dunedin","301 Kenmure Road Dunedin 9011"
"519",317551,"27 Ventnor Street Dunedin","27 Ventnor Street Dunedin 9011"
"520",317552,"19 Ventnor Street Dunedin","19 Ventnor Street Dunedin 9011"
"521",317553,"17 Ventnor Street Dunedin","17 Ventnor Street Dunedin 9011"
"522",317554,"15 Ventnor Street Dunedin","109 Centennial Avenue Dunedin 9010"
"523",317555,"13 Ventnor Street Dunedin","13 Ventnor Street Dunedin 9011"
"524",317556,"11 Ventnor Street Dunedin","11 Ventnor Street Dunedin 9011"
"525",317557,"7 Ventnor Street Dunedin","7 Ventnor Street Dunedin 9011"
"526",317558,"5 Ventnor Street Dunedin",NA
"527",317559,"3 Ventnor Street Dunedin","3 Ventnor Street Dunedin 9011"
"528",317560,"77 Elgin Road Dunedin","150A Chapman Street Dunedin 9010"
"529",317561,"73A Elgin Road Dunedin","73A Elgin Road Dunedin 9011"
"530",317562,"73B Elgin Road Dunedin","73B Elgin Road Dunedin 9011"
"531",317563,"2 Argyle Street Dunedin","2 Argyle Street Dunedin 9011"
"532",317564,"71 Elgin Road Dunedin","71 Elgin Road Dunedin 9011"
"533",317565,"12 Springhill Road Dunedin","12 Springhill Road Dunedin 9011"
"534",317566,"22 Springhill Road Dunedin","22 Springhill Road Dunedin 9011"
"535",317567,"24 Springhill Road Dunedin","24 Springhill Road Dunedin 9011"
"536",317568,"30 Springhill Road Dunedin","30 Springhill Road Dunedin 9011"
"537",317569,"38 Crosby Street Dunedin","38 Crosby Street Dunedin 9011"
"538",317570,"38A Crosby Street Dunedin","38A Crosby Street Dunedin 9011"
"539",317571,"40A Crosby Street Dunedin","40A Crosby Street Dunedin 9011"
"540",317572,"40 Crosby Street Dunedin","40 Crosby Street Dunedin 9011"
"541",317573,"42A Crosby Street Dunedin","42A Crosby Street Dunedin 9011"
"542",317574,"42 Crosby Street Dunedin","42 Crosby Street Dunedin 9011"
"543",317575,"42B Crosby Street Dunedin","42B Crosby Street Dunedin 9011"
"544",317576,"44 Crosby Street Dunedin","44 Crosby Street Dunedin 9011"
"545",317577,"46 Crosby Street Dunedin","46 Crosby Street Dunedin 9011"
"546",317578,"48 Crosby Street Dunedin","48 Crosby Street Dunedin 9011"
"547",317579,"50 Crosby Street Dunedin","54 Rosebery Street Dunedin 9011"
"548",317580,"63 English Avenue Dunedin","63 English Avenue Dunedin 9011"
"549",317581,"57 English Avenue Dunedin","57 English Avenue Dunedin 9011"
"550",317582,"55 English Avenue Dunedin","55 English Avenue Dunedin 9011"
"551",317583,"53 English Avenue Dunedin","12 Springhill Road Dunedin 9011"
"552",317584,"49A English Avenue Dunedin","Steel Family Trust 49A English Avenue Dunedin 9011"
"553",317585,"49B English Avenue Dunedin",NA
"554",317586,"79 Elgin Road Dunedin","79 Elgin Road Dunedin 9011"
"555",317587,"4 Ventnor Street Dunedin","4 Ventnor Street Dunedin 9011"
"556",317588,"6 Ventnor Street Dunedin","Facelift Trust 297 Mount Albert Road Sandringham Auckland 1041"
"557",317589,"8 Ventnor Street Dunedin","8 Ventnor Street Dunedin 9011"
"558",317590,"10 Ventnor Street Dunedin","10 Ventnor Street Dunedin 9011"
"559",317591,"12 Ventnor Street Dunedin","12 Ventnor Street Dunedin 9011"
"560",317592,"14 Ventnor Street Dunedin","14 Ventnor Street Dunedin 9011"
"561",317593,"18 Ventnor Street Dunedin","18 Ventnor Street Dunedin 9011"
"562",317594,"20 Ventnor Street Dunedin","20 Ventnor Street Dunedin 9011"
"563",317595,"24 Ventnor Street Dunedin","32 Bunyan Street Waltham Christchurch 8023"
"564",317596,"26 Ventnor Street Dunedin","26 Ventnor Street Dunedin 9011"
"565",317597,"30 Ventnor Street Dunedin","30 Ventnor Street Dunedin 9011"
"566",317598,"32 Ventnor Street Dunedin","32 Ventnor Street Dunedin 9011"
"567",317599,"34 Ventnor Street Dunedin","9 Dame Street Waikouaiti 9510"
"568",317600,"36 Ventnor Street Dunedin","36 Ventnor Street Dunedin 9011"
"569",317601,"40 Ventnor Street Dunedin","5 Pollock Street Dunedin 9010"
"570",317602,"7D Springhill Road Dunedin","10 Hadley Close Dunedin 9010"
"571",317603,"70 Glenpark Avenue Dunedin","70 Glenpark Avenue Dunedin 9011"
"572",317604,"72 Glenpark Avenue Dunedin","69 Glenpark Avenue Dunedin 9011"
"573",317605,"80 Glenpark Avenue Dunedin","20 James Street Dunedin 9010"
"574",317606,"82 Glenpark Avenue Dunedin",NA
"575",317607,"84 Glenpark Avenue Dunedin","84 Glenpark Avenue Dunedin 9011"
"576",317608,"86 Glenpark Avenue Dunedin","86 Glenpark Avenue Dunedin 9011"
"577",317609,"88 Glenpark Avenue Dunedin","88 Glenpark Avenue Dunedin 9011"
"578",317610,"6 Crosby Street Dunedin","101 Martin Road Fairfield Dunedin 9018"
"579",317611,"8 Crosby Street Dunedin","8 Crosby Street Dunedin 9011"
"580",317612,"12 Crosby Street Dunedin","12 Crosby Street Dunedin 9011"
"581",317613,"20 Crosby Street Dunedin","Hypatia Trust 20 Crosby Street Dunedin 9011"
"582",317614,"24 Crosby Street Dunedin","24 Crosby Street Dunedin 9011"
"583",317615,"26 Crosby Street Dunedin","26 Crosby Street Dunedin 9011"
"584",317616,"34 Crosby Street Dunedin","34 Crosby Street Dunedin 9011"
"585",317617,"32 Crosby Street Dunedin","23 Honeystone Street Dunedin 9010"
"586",317618,"21 Springhill Road Dunedin","20 Johnson Street Milton 9220"
"587",317619,"17 Springhill Road Dunedin","10 Highgrove Dunedin 9012"
"588",317620,"15 Springhill Road Dunedin","15 Springhill Road Dunedin 9011"
"589",317621,"13 Springhill Road Dunedin","13 Springhill Road Dunedin 9011"
"590",317622,"11 Springhill Road Dunedin","11 Springhill Road Dunedin 9011"
"591",317623,"9 Springhill Road Dunedin","Estate G M Eaton PO Box 803 Dunedin 9054"
"592",317624,"10 Crosby Street Dunedin","10 Crosby Street Dunedin 9011"
"593",317625,"98 Glenpark Avenue Dunedin","98 Glenpark Avenue Dunedin 9011"
"594",317626,"100 Glenpark Avenue Dunedin","100 Glenpark Avenue Dunedin 9011"
"595",317627,"102 Glenpark Avenue Dunedin","102 Glenpark Avenue Dunedin 9011"
"596",317628,"104 Glenpark Avenue Dunedin","104 Glenpark Avenue Dunedin 9011"
"597",317629,"6 Picardy Street Dunedin","6 Arcadia Place Dunedin 9010"
"598",317630,"8 Picardy Street Dunedin","3 Mount Street West Ryde New South Wales 2114 AUSTRALIA"
"599",317631,"10 Picardy Street Dunedin","10 Picardy Street Dunedin 9011"
"600",317632,"12 Picardy Street Dunedin","12 Picardy Street Dunedin 9011"
"601",317633,"14 Picardy Street Dunedin","14 Picardy Street Dunedin 9011"
"602",317634,"16A Picardy Street Dunedin","16A Picardy Street Dunedin 9011"
"603",317635,"16C Picardy Street Dunedin","16C Picardy Street Dunedin 9011"
"604",317636,"16B Picardy Street Dunedin","16B Picardy Street Dunedin 9011"
"605",317637,"16D Picardy Street Dunedin","Jennifer Hopkinson Family Trust 16D Picardy Street Dunedin 9011"
"606",317638,"16 Picardy Street Dunedin",NA
"607",317639,"18 Picardy Street Dunedin","18 Picardy Street Dunedin 9011"
"608",317640,"22 Picardy Street Dunedin","PO Box 76002 Northwood Christchurch 8548"
"609",317641,"24 Picardy Street Dunedin","PO Box 7108 Mornington Dunedin 9040"
"610",317642,"61 Springhill Road Dunedin","61 Springhill Road Dunedin 9011"
